trip_duration,distance_traveled,num_of_passengers,fare,tip,miscellaneous_fees,total_fare,surge_applied
766,2.74,1,0,0,26.625,0,1
2733,17.36,1,0,0,22.875,0,1
3975,18.51,1,0,93,26.25,0,1
1317,3.54,1,0,21,5.625,0,0
85116,6.6,1,0,0,6,0,0
291,2.4,1,0,17,33.7,0,1
854,3.27,1,0,15,34.125,0,1
340,1.26,1,0,14,6.175,0,0
691,2.09,1,0,0,6,0,0
628,6.15,5,0,21,5.7,0,0
2411,7.08,1,0,16,26.15,0,1
340,2.95,1,0,16,10.25,0,0
1477,4.76,1,0,0,13.5,0,0
886,4.51,1,0,20,5.95,0,0
461,4.04,1,0,20,26.2,0,1
333,0.82,1,0,0,6,0,0
273,0.69,2,0,0,9.75,0,0
457,1.77,3,0,11,5.875,0,0
781,6.24,1,0,21,13.125,0,0
652,2.03,1,0,14,5.95,0,0
577,2.78,1,0,22,34.625,0,1
3420,9.56,1,0,38,33.625,0,1
465,2.43,1,0,18,34.2,0,1
1627,13.02,1,0,52,55.4,0,0
261,1.03,2,0,0,6,0,0
1038,7.66,2,0,22,6.5,0,0
599,2.38,1,0,0,13.5,0,0
605,2.29,1,0,0,6,0,0
906,2.96,1,0,9,34.5,0,1
653,6.23,2,0,0,6,0,0
789,3.11,1,0,0,13.5,0,0
540,2.72,2,0,0,6,0,0
1259,7.32,1,0,28,13.7,0,0
1209,4.99,1,0,28,26.375,0,1
518,3.06,1,0,14,5.95,0,0
493,2.7,1,0,17,30.7,0,1
1073,5.15,1,0,22,6.125,0,0
785,9.22,1,0,0,9.75,0,0
1744,3.48,1,0,0,6,0,0
555,1.75,1,0,0,13.5,0,0
1483,7.29,1,0,24,2.25,0,0
326,0.9,1,0,0,6,0,0
817,4.38,2,0,0,6,0,0
714,4.63,1,0,22,26.45,0,1
1944,5.73,2,0,0,13.5,0,0
248,1.13,1,0,0,9.75,0,0
216,1.24,1,0,0,9.75,0,0
338,1.24,1,0,14,6.175,0,0
674,2.96,1,0,21,34.2,0,1
763,2.56,1,0,0,6,0,0
555,1.87,1,0,0,6,0,0
1090,3.22,1,0,17,27.1,0,1
730,2.95,1,0,15,6.45,0,0
680,1.93,1,0,15,13.875,0,0
457,2.25,1,0,12,5.625,0,0
440,2.64,1,0,13,5.75,0,0
403,4.35,1,0,28,26.75,0,1
1241,3.91,1,0,15,13.5,0,0
539,2.64,1,0,0,6,0,0
779,3.17,2,0,20,26.95,0,1
420,2.25,1,0,18,2.25,0,0
733,4.7,1,0,0,26.625,0,1
2919,15.63,1,0,0,6,0,0
779,5.86,1,0,22,27.125,0,1
1375,4.18,2,0,0,26.625,0,1
747,3.86,1,0,8,33.625,0,1
714,3.06,1,0,0,9.75,0,0
1066,8.13,1,0,0,6,0,0
1144,4.6,5,0,27,26.7,0,1
1554,7.16,1,0,37,13.625,0,0
244,0.85,1,0,0,26.625,0,1
189,1.34,1,0,0,13.5,0,0
1633,5.81,1,0,35,26.2,0,1
295,0.63,1,0,0,6,0,0
2108,11.88,1,0,0,6,0,0
472,2.09,1,0,15,6,0,0
515,2.06,1,0,0,6,0,0
862,4.86,1,0,0,26.625,0,1
125,0.84,1,0,8,13.45,0,0
1165,10.07,1,0,0,9.75,0,0
822,2.96,1,0,0,2.25,0,0
1609,5.13,1,0,25,26.45,0,1
244,2.33,2,0,0,9.75,0,0
959,3.38,1,0,23,26.2,0,1
621,2.3,1,0,13,6.2,0,0
1111,4.51,1,0,0,13.5,0,0
340,2.09,1,0,12,9.375,0,0
489,1.58,3,0,0,6,0,0
696,3.69,1,0,0,6,0,0
456,1.77,1,0,12,13.875,0,0
864,3.64,1,0,19,13.7,0,0
1247,3.8,1,0,0,6,0,0
3291,12.87,1,0,38,33.625,0,1
681,4.72,1,0,0,6,0,0
496,1.96,2,0,16,14,0,0
176,1.13,1,0,0,6,0,0
602,2.33,1,0,12,13.05,0,0
1896,9.64,1,0,39,5.7,0,0
689,3.3,1,0,15,30,0,1
1087,5.54,1,0,0,13.5,0,0
4,0.02,1,0,0,39.75,0,0
2432,12.25,8,0,0,2.25,0,0
1056,4.49,1,0,22,9.95,0,0
973,2.3,1,0,22,26.45,0,1
552,2.82,1,0,0,6,0,0
367,1.01,5,0,9,5.7,0,0
765,2.77,2,0,15,6.45,0,0
1085,2.98,1,0,24,26.7,0,1
665,3.33,1,0,0,9.75,0,0
1037,5.52,1,0,23,9.7,0,0
572,2.19,1,0,0,6,0,0
1966,10.3,6,0,44,26.2,0,1
499,1.61,1,0,8,5.5,0,0
815,4.18,4,0,18,5.625,0,0
6579,5.5,2,0,0,6,0,0
1239,8.34,1,0,30,34.125,0,1
836,2.69,1,0,15,13.5,0,0
1506,6.94,1,0,44,26.8,0,1
497,1.71,1,0,17,34.45,0,1
263,2.11,1,0,23,2.35,0,0
3487,15.45,2,0,70,26.375,0,1
1114,5.29,1,0,27,26.7,0,1
3654,13.28,1,0,0,6,0,0
433,1.51,1,0,11,5.95,0,0
480,1.75,5,0,0,9.75,0,0
529,2.03,1,0,0,6,0,0
2096,4.99,1,0,0,26.625,0,1
1885,7.6,3,0,87,22.95,0,1
1991,5.76,3,0,72,22.95,0,1
410,1.95,1,0,0,9.75,0,0
305,1.5,1,0,0,6,0,0
1191,4.75,1,0,22,27.125,0,1
1672,4.55,1,0,0,26.625,0,1
694,3.06,1,0,21,13.65,0,0
381,1.61,1,0,30,26.625,0,1
817,3.86,1,0,18,5.7,0,0
929,3.33,1,0,0,6,0,0
694,2.46,1,0,22,6.05,0,0
563,2.54,2,0,0,9.75,0,0
31,0.23,1,0,0,6,0,0
2576,10.33,1,0,0,26.625,0,1
1471,5.09,1,0,15,26.625,0,1
651,3.17,1,0,24,27.075,0,1
1018,11.14,1,0,22,10.25,0,0
937,4.55,1,0,38,34.525,0,1
720,2.08,1,0,15,5.7,0,0
944,9.46,1,0,8,9.25,0,0
670,3.04,1,0,15,6.45,0,0
809,2.96,6,0,0,34.125,0,1
3079,19.47,2,0,0,30.375,0,1
678,6.55,5,0,23,9.7,0,0
703,3.89,1,0,9,9.75,0,0
461,5.15,1,0,8,26.125,0,1
763,3.56,1,0,0,6,0,0
809,6.6,1,0,0,26.625,0,1
1669,11.44,1,0,44,34.45,0,1
1161,4.8,1,0,0,6,0,0
1141,5.89,1,0,15,6,0,0
3445,6.29,2,0,0,13.5,0,0
957,3.69,1,0,19,6.2,0,0
806,4.1,3,0,0,2.25,0,0
1441,12.63,1,0,0,30.375,0,1
1386,9.66,1,0,0,26.625,0,1
984,5.89,1,0,24,5.7,0,0
248,1.11,1,0,0,13.5,0,0
529,1.64,1,0,0,26.625,0,1
402,1.93,2,0,11,5.95,0,0
1044,10.85,1,0,0,9.75,0,0
325,1.29,1,0,12,5.625,0,0
176,0.02,1,0,0,2.25,0,0
165,1.21,1,0,0,6,0,0
745,9.87,1,0,28,5.75,0,0
848,10.64,1,0,75,9.75,0,0
716,3.69,1,0,0,13.5,0,0
1081,4.49,6,0,0,26.625,0,1
2315,5.46,1,0,41,26.95,0,1
706,4.68,1,0,17,30.325,0,1
741,9.53,1,0,29,9.7,0,0
1074,4.39,1,0,26,26.2,0,1
725,2.32,1,0,0,6,0,0
1061,11.68,1,0,36,13.2,0,0
1031,4.88,2,0,0,13.5,0,0
945,10.85,5,0,38,5.5,0,0
522,2.82,1,0,0,6,0,0
291,1.71,6,0,0,6,0,0
1046,9.99,2,0,0,26.625,0,1
568,3.69,2,0,20,30.7,0,1
1573,5.62,2,0,29,5.95,0,0
902,8.69,1,0,0,26.625,0,1
2014,10.19,1,0,0,6,0,0
1284,9.75,1,0,15,26.625,0,1
498,2.64,1,0,14,9.7,0,0
305,0.39,1,0,135,13.5,0,0
1587,5.55,1,0,30,26.625,0,1
1152,4.96,1,0,33,26.55,0,1
1214,3.83,1,0,34,26.45,0,1
617,2.8,2,0,0,6,0,0
156,0.98,1,0,11,26.95,0,1
397,1.09,1,0,0,6,0,0
491,2.27,1,0,0,6,0,0
1484,5.95,1,0,0,6,0,0
749,2.9,1,0,15,6.45,0,0
810,4.02,1,0,0,6,0,0
457,0.97,1,0,0,6,0,0
1133,3.99,1,0,0,26.625,0,1
482,2.46,1,0,22,13.55,0,0
583,1.9,2,0,13,6.2,0,0
1074,4.22,1,0,0,34.125,0,1
918,4.75,1,0,15,34.125,0,1
998,3.28,1,0,0,2.25,0,0
474,2.8,1,0,17,26.95,0,1
323,1.75,1,0,0,6,0,0
646,2.38,1,0,0,6,0,0
1535,14.71,1,0,0,6,0,0
1419,12.02,1,0,8,26.125,0,1
1023,5.79,1,0,34,27.125,0,1
1671,7.56,2,0,45,26.7,0,1
1162,5.81,1,0,25,9.95,0,0
350,2,1,0,16,6.425,0,0
983,11.65,1,0,58,28.55,0,0
617,2.3,1,0,0,13.5,0,0
494,3.09,1,0,15,30.375,0,1
1946,13.04,1,0,71,26.5,0,1
5788,21.6,1,0,0,6,0,0
544,2.38,2,0,19,5.675,0,0
924,6.63,1,0,34,30.2,0,1
294,0.87,2,0,10,13.7,0,0
403,5.15,1,0,0,6,0,0
44,0.18,1,0,0,6,0,0
1516,16.75,1,0,48,5.7,0,0
1237,10.73,1,0,29,26.95,0,1
501,2.62,1,0,13,6.2,0,0
339,1.66,1,0,19,33.875,0,1
734,3.2,1,0,0,6,0,0
937,7.53,1,0,0,6,0,0
620,1.77,1,0,0,6,0,0
1898,11.46,1,0,45,26.7,0,1
637,2.69,1,0,24,26.175,0,1
1338,9.93,1,0,0,13.5,0,0
1099,4.86,1,0,0,6,0,0
761,6.02,1,0,22,6.2,0,0
179,0.68,1,0,0,9.75,0,0
511,6.6,1,0,15,9.75,0,0
150,1.17,1,0,0,6,0,0
180,0.34,1,0,0,6,0,0
480,1.93,1,0,0,6,0,0
1316,8.55,1,0,0,9.75,0,0
904,3.46,2,0,24,34.2,0,1
2870,22.06,2,0,0,6,0,0
1639,18.3,1,0,38,5.5,0,0
737,4.55,1,0,18,5.55,0,0
556,5.94,1,0,21,5.7,0,0
195,0.92,2,0,0,6,0,0
1008,4.02,1,0,36,26.625,0,1
1251,6.76,1,0,39,5.625,0,0
165,0.48,1,0,9,6.375,0,0
487,6.08,2,0,0,9.75,0,0
128,0.71,1,0,15,26.25,0,1
445,1.96,1,0,0,6,0,0
1210,5.1,1,0,0,6,0,0
684,4.67,1,0,0,6,0,0
310,1.59,1,0,0,6,0,0
170,1.13,1,0,9,6,0,0
779,4.31,1,0,45,26.625,0,1
418,1.27,1,0,0,13.5,0,0
842,4.54,1,0,0,6,0,0
1402,11.59,1,0,0,26.625,0,1
1008,2.29,1,0,0,6,0,0
346,3.12,1,0,20,9.55,0,0
534,1.64,1,0,9,5.775,0,0
105,0.05,1,0,0,2.25,0,0
1433,5.91,1,0,0,2.25,0,0
588,2.98,1,0,15,5.7,0,0
932,3.7,1,0,0,13.5,0,0
392,2.08,1,0,11,5.95,0,0
490,1.95,1,0,12,5.7,0,0
685,3.14,1,0,20,26.2,0,1
1461,15,1,0,0,6,0,0
1117,5.41,1,0,22,14,0,0
260,0.85,6,0,12,26.7,0,1
477,1.29,2,0,0,6,0,0
714,3.65,1,0,0,6,0,0
299,1.71,1,0,0,13.5,0,0
633,3.2,1,0,8,5.5,0,0
626,2.77,1,0,0,6,0,0
397,1.85,1,0,8,9.25,0,0
1028,4.14,1,0,0,6,0,0
890,4.23,1,0,19,6.2,0,0
777,2.8,1,0,16,6.2,0,0
3,0.29,2,0,0,2.25,0,0
437,3.28,1,0,15,26.625,0,1
294,2.22,1,0,0,6,0,0
286,1,1,0,8,33.625,0,1
355,1.16,1,0,0,6,0,0
1442,6.57,1,0,15,26.625,0,1
535,3.2,1,0,0,6,0,0
708,7.66,1,0,14,26.875,0,1
768,5.86,1,0,26,26.2,0,1
764,2.74,1,0,0,6,0,0
460,2.09,1,0,22,34.625,0,1
1047,9.56,1,0,40,59.15,0,0
1265,4.51,1,0,0,13.5,0,0
1437,6.94,1,0,28,6.2,0,0
406,2.19,1,0,0,26.625,0,1
555,2.16,1,0,0,6,0,0
759,4.22,1,0,0,6,0,0
649,2.67,1,0,0,9.75,0,0
409,1.4,4,0,0,6,0,0
823,6.13,1,0,26,26.95,0,1
536,2.95,2,0,0,9.75,0,0
754,3.56,1,0,0,9.75,0,0
1383,4.35,1,0,28,27.125,0,1
236,1.58,1,0,8,33.625,0,1
3309,9.08,1,0,55,26.45,0,1
840,2.9,1,0,0,6,0,0
802,5.23,1,0,13,9.5,0,0
791,6.12,1,0,0,34.125,0,1
572,3.83,2,0,0,6,0,0
731,4.76,1,0,22,30.875,0,1
1383,28.89,1,0,0,6,0,0
720,4.59,1,0,23,30.7,0,1
842,3.48,1,0,22,6.125,0,0
1728,5.94,1,0,0,2.25,0,0
697,2.14,1,0,17,6.4,0,0
527,2.22,1,0,13,9.95,0,0
402,1.35,3,0,10,6.2,0,0
1234,16.08,1,0,26,26.575,0,1
674,4.57,1,0,14,9.55,0,0
2178,9.3,1,0,0,75.75,0,1
492,1.43,1,0,0,13.5,0,0
1087,6.36,1,0,26,5.95,0,0
1167,3.54,1,0,0,6,0,0
319,0.74,1,0,0,6,0,0
248,1.9,1,0,0,13.5,0,0
836,3.12,1,0,21,6.15,0,0
1325,7.56,1,0,43,26.75,0,1
496,2.24,1,0,20,2.2,0,0
1042,11.1,1,0,56,27.025,0,1
4646,11.67,1,0,0,13.5,0,0
751,3.14,1,0,0,6,0,0
555,3.33,1,0,0,6,0,0
755,3.14,1,0,22,33.95,0,1
1395,6.66,1,0,28,6.2,0,0
1056,17.91,1,0,0,9.75,0,0
247,1.21,1,0,0,6,0,0
1486,4.3,6,0,0,9.75,0,0
1129,7.24,1,0,30,10.125,0,0
954,4.6,1,0,0,26.625,0,1
2197,7.72,2,0,62,26.5,0,1
225,1.11,1,0,4,5.975,0,0
786,4.02,1,0,25,6.125,0,0
1370,4.41,1,0,15,26.625,0,1
401,2.06,1,0,0,6,0,0
190,0.87,1,0,9,13.95,0,0
535,1.72,1,0,0,13.5,0,0
689,3.4,1,0,24,6.3,0,0
490,1.75,1,0,0,13.5,0,0
901,3.7,1,0,15,34.125,0,1
798,4.49,1,0,0,6,0,0
946,3.54,1,0,0,13.5,0,0
949,3.44,1,0,23,26.2,0,1
1179,7.21,1,0,30,9.45,0,0
745,3.77,6,0,21,26.7,0,1
2489,8.06,1,0,0,22.875,0,1
1724,17.49,1,0,45,75.75,0,1
500,1.87,1,0,0,6,0,0
109,0.08,1,0,0,13.5,0,0
735,6.18,2,0,22,6.2,0,0
4125,0.24,1,0,300,26.625,0,1
330,2.61,5,0,0,9.75,0,0
2054,16.8,2,0,0,13.5,0,0
634,3.2,1,0,19,6.35,0,0
697,2.37,1,0,0,6,0,0
1892,14,1,0,56,62.65,0,0
1343,2.27,5,0,0,6,0,0
123,0.92,1,0,5,26.875,0,1
84422,10.43,1,0,43,26.45,0,1
588,3.44,1,0,0,9.75,0,0
514,2.01,1,0,12,6.45,0,0
2207,8.45,1,0,0,34.125,0,1
1607,7.23,1,0,35,26.2,0,1
281,1.3,1,0,2,5.5,0,0
1019,4.51,2,0,0,6,0,0
675,2.88,1,0,0,6,0,0
1555,6.52,1,0,0,34.125,0,1
658,8.26,1,0,0,30.375,0,1
793,2.12,1,0,17,13.45,0,0
1110,3.6,1,0,25,26.45,0,1
1633,5.65,1,0,39,13.5,0,0
84697,8.9,1,0,0,26.625,0,1
1385,7.31,1,0,0,6,0,0
917,4.44,1,0,16,6.5,0,0
634,3.46,5,0,0,6,0,0
1160,1.96,1,0,0,6,0,0
1112,2.57,1,0,23,2.125,0,0
895,14.66,1,0,38,22.375,0,1
579,2.88,1,0,0,13.5,0,0
1455,8.26,1,0,23,6.1,0,0
609,0.97,2,0,0,13.5,0,0
502,2.41,1,0,22,34.625,0,1
260,0.79,1,0,52,10.25,0,0
295,1.19,1,0,0,6,0,0
1929,6.6,1,0,0,6,0,0
744,3.06,1,0,0,6,0,0
767,2.77,1,0,22,13.625,0,0
600,4.35,3,0,0,6,0,0
272,0.76,1,0,0,9.75,0,0
1637,7.31,2,0,75,6,0,0
1147,4.62,1,0,24,13.2,0,0
121,0.32,1,0,0,6,0,0
1119,11.67,1,0,0,6,0,0
743,3.23,5,0,18,9.45,0,0
1347,5.39,1,0,25,6.2,0,0
1752,5.12,1,0,33,26.7,0,1
364,2.09,1,0,0,9.75,0,0
984,8.08,1,0,0,34.125,0,1
2569,24.57,1,0,0,22.875,0,1
879,7.74,1,0,40,34.55,0,1
947,3.06,1,0,18,6.45,0,0
849,2.57,2,0,0,13.5,0,0
919,2.43,1,0,0,6,0,0
1931,1.13,1,0,0,2.25,0,0
466,2.25,2,0,0,6,0,0
668,5.99,1,0,44,26.125,0,1
589,2.19,1,0,22,26.3,0,1
133,0.8,1,0,8,5.5,0,0
550,1.67,1,0,12,6.45,0,0
522,3.56,1,0,24,26.175,0,1
1535,20.28,1,0,0,9.75,0,0
271,1.24,1,0,0,6,0,0
206,0.87,1,0,0,9.75,0,0
743,3.35,6,0,21,9.9,0,0
836,3.44,1,0,8,13,0,0
2562,9.37,1,0,0,9.75,0,0
230,1.77,1,0,14,6.175,0,0
1428,6.63,1,0,43,10.175,0,0
1676,8.21,1,0,37,26.75,0,1
742,3.06,1,0,0,13.5,0,0
651,2.4,1,0,10,6.5,0,0
902,11.41,1,0,49,33.95,0,1
565,2.48,1,0,14,5.95,0,0
239,0.8,1,0,15,13.5,0,0
1573,11.46,1,0,0,26.625,0,1
595,2.75,1,0,0,6,0,0
938,4.88,1,0,0,13.5,0,0
904,3.33,1,0,0,6,0,0
457,2.77,1,0,12,6.45,0,0
650,2.98,1,0,22,6.05,0,0
574,3.99,1,0,18,13.95,0,0
1630,5.6,1,0,32,26.2,0,1
1250,7.11,1,0,33,26.7,0,1
1255,10.04,1,0,36,30.45,0,1
628,3.22,1,0,0,9.75,0,0
1195,3.41,1,0,26,5.875,0,0
371,6.23,1,0,30,2.7,0,0
2441,21.57,1,0,65,5.95,0,0
2473,6.76,1,0,0,34.125,0,1
302,1.32,1,0,9,5.7,0,0
855,2.45,1,0,0,13.5,0,0
1371,9.58,1,0,38,26.95,0,1
699,3.28,1,0,16,6.2,0,0
1460,7.24,1,0,30,13.2,0,0
1119,11.94,1,0,37,9.95,0,0
281,1.13,1,0,10,13.7,0,0
1813,3.33,1,0,8,26.125,0,1
950,3.54,1,0,26,13.375,0,0
1080,3.78,1,0,26,9.625,0,0
1331,2.98,1,0,29,5.65,0,0
503,1.29,1,0,0,6,0,0
446,2.51,1,0,0,9.75,0,0
1014,5.49,1,0,26,26.2,0,1
2479,8.13,3,0,42,6.45,0,0
1402,4.39,1,0,0,6,0,0
960,4.02,1,0,8,26.125,0,1
1559,4.35,1,0,27,13.875,0,0
1607,9.77,1,0,15,34.125,0,1
1413,3.62,1,0,0,13.5,0,0
282,1.13,0,0,0,6,0,0
410,2.3,1,0,0,13.5,0,0
985,5.26,1,0,34,33.95,0,1
839,3.27,2,0,0,13.5,0,0
955,3.86,2,0,26,33.625,0,1
241,0.53,1,0,19,30.575,0,1
332,0.9,1,0,8,5.5,0,0
694,5.31,1,0,24,30.375,0,1
264,1.61,5,0,14,9.925,0,0
1405,9.58,1,0,48,34.05,0,1
560,8.43,1,0,25,9.95,0,0
1127,4.39,1,0,0,6,0,0
1497,10.93,2,0,49,30.2,0,1
1080,6.28,1,0,0,9.75,0,0
1928,14.89,2,0,0,75.75,0,1
377,1.64,1,0,0,13.5,0,0
2395,2.12,1,0,20,26.575,0,1
734,2.64,1,0,17,13.45,0,0
1809,13.65,1,0,0,2.25,0,0
344,1.32,1,0,14,6.175,0,0
454,1.17,1,0,0,6,0,0
803,3.41,1,0,0,9.75,0,0
751,3.32,1,0,0,13.5,0,0
299,1.01,4,0,0,6,0,0
120,0.43,3,0,19,9.5,0,0
421,1.06,1,0,9,6,0,0
157,0.9,1,0,11,13.375,0,0
388,2.62,1,0,0,13.5,0,0
155,1.19,1,0,2,26.5,0,1
616,1.93,2,0,8,26.125,0,1
1283,6.36,1,0,30,26.7,0,1
548,3.2,1,0,8,30.175,0,1
352,1.34,1,0,0,6,0,0
234,1.22,1,0,9,5.7,0,0
825,10.49,1,0,15,58.875,0,0
845,3.49,2,0,19,13.7,0,0
953,8.05,2,0,45,26.625,0,1
1828,14.89,2,0,62,26.575,0,1
300,1.9,1,0,0,2.25,0,0
1414,10.96,1,0,41,55.075,0,0
826,3.27,1,0,0,6,0,0
595,2.72,1,0,14,5.95,0,0
636,2.41,1,0,14,5.875,0,0
70,0.32,1,0,0,6,0,0
6,0.05,1,0,19,2.6,0,0
414,2.09,1,0,0,6,0,0
355,1.34,1,0,0,34.125,0,1
369,2.74,1,0,0,6,0,0
588,2.48,2,0,0,26.625,0,1
775,3.35,1,0,0,34.125,0,1
218,0.34,1,0,0,6,0,0
524,2.03,1,0,14,13.45,0,0
1237,4.51,1,0,28,26.375,0,1
1888,6.12,1,0,33,6.375,0,0
758,4.51,1,0,35,6.25,0,0
821,4.76,1,0,8,9.25,0,0
575,4.35,1,0,38,26.125,0,1
767,3.46,1,0,8,26.125,0,1
4768,20.86,1,0,0,2.25,0,0
765,3.72,1,0,8,5.5,0,0
580,2.14,1,0,17,10.15,0,0
710,4.33,1,0,0,6,0,0
478,2.74,2,0,18,30.375,0,1
813,4.41,1,0,18,6.45,0,0
500,2.62,1,0,16,5.6,0,0
602,2.09,1,0,8,13,0,0
1068,2.74,1,0,0,6,0,0
176,0.8,2,0,0,9.75,0,0
495,1.74,1,0,0,6,0,0
822,2.72,1,0,0,26.625,0,1
240,0.98,1,0,0,6,0,0
706,3.88,1,0,0,2.25,0,0
370,1.29,1,0,0,6,0,0
315,2.17,2,0,15,6.3,0,0
1360,5.78,1,0,27,5.7,0,0
634,1.3,1,0,10,27.05,0,1
580,3.09,5,0,20,26.2,0,1
999,3.04,1,0,0,6,0,0
331,1.85,2,0,0,6,0,0
1174,10.2,1,0,38,34.45,0,1
1428,9.14,1,0,52,55.325,0,0
590,3.06,1,0,20,34.375,0,1
542,4.31,1,0,0,13.5,0,0
1092,3.07,1,0,22,14,0,0
973,4.54,1,0,0,26.625,0,1
885,3.83,1,0,15,26.625,0,1
492,1.69,1,0,0,6,0,0
371,1.67,1,0,0,6,0,0
1090,3.65,1,0,0,13.5,0,0
722,2.61,1,0,13,13.25,0,0
818,5.66,1,0,24,26.7,0,1
592,2.91,1,0,8,13,0,0
1129,4.44,1,0,26,26.2,0,1
2142,18.78,5,0,0,9.75,0,0
1549,11.57,2,0,56,5.8,0,0
1493,5.89,1,0,32,26.2,0,1
495,1.96,2,0,0,30.375,0,1
462,2.69,1,0,26,30.325,0,1
846,5.21,1,0,0,30.375,0,1
574,4.09,1,0,21,30.45,0,1
405,2.9,1,0,0,9.75,0,0
727,2.56,1,0,8,13,0,0
1019,2.17,1,0,0,6,0,0
320,1.61,1,0,12,13.125,0,0
469,1.9,2,0,13,9.5,0,0
227,1.51,1,0,0,9.75,0,0
232,1.42,1,0,0,6,0,0
467,3.19,1,0,18,30.45,0,1
254,0.93,2,0,14,13.675,0,0
930,3.86,1,0,24,6,0,0
191,0.76,1,0,0,6,0,0
116,0.87,1,0,0,6,0,0
166,0.61,1,0,0,6,0,0
371,1.22,1,0,0,2.25,0,0
445,1.77,1,0,12,13.875,0,0
613,2.67,1,0,20,34.45,0,1
970,3.89,1,0,0,6,0,0
1272,6.9,5,0,32,26.95,0,1
11,0.06,1,0,0,2.25,0,0
900,14.32,2,0,0,2.25,0,0
481,1.96,1,0,12,5.7,0,0
1772,10.94,1,0,0,2.25,0,0
293,1.61,1,0,15,9.75,0,0
821,5.95,1,0,0,6,0,0
323,1.48,1,0,0,6,0,0
1434,5.94,1,0,31,26.45,0,1
892,3.7,1,0,8,13,0,0
1087,8.35,1,0,42,30.675,0,1
1167,7.52,1,0,47,27.025,0,1
1814,6.95,1,0,37,33.95,0,1
507,2.22,1,0,6,6.225,0,0
857,9.82,1,0,0,26.625,0,1
391,2.09,1,0,16,30.125,0,1
517,1.93,1,0,15,6,0,0
1545,18.39,2,0,28,30.875,0,1
433,1.53,2,0,0,6,0,0
360,1.69,1,0,10,6.2,0,0
726,2.83,1,0,19,6.35,0,0
1655,12.12,1,0,38,26.125,0,1
234,1.3,1,0,0,13.5,0,0
361,2.35,1,0,0,6.375,0,0
552,1.8,1,0,0,6,0,0
490,2.14,1,0,0,2.25,0,0
126,0.74,1,0,0,6,0,0
776,4.06,1,0,23,26.2,0,1
649,1.79,1,0,9,34.575,0,1
298,1.08,1,0,14,9.925,0,0
696,2.93,2,0,0,26.625,0,1
407,1.56,1,0,12,13.95,0,0
1893,12.49,1,0,38,26.125,0,1
697,3.38,1,0,25,13.925,0,0
471,2.57,1,0,0,6,0,0
377,2.59,1,0,0,6,0,0
1126,3.77,1,0,20,34.45,0,1
582,1.24,1,0,14,13.45,0,0
415,2.06,5,0,0,6,0,0
316,0.92,1,0,22,14,0,0
142,0.9,1,0,9,6,0,0
944,4.09,1,0,0,9.75,0,0
816,3.7,1,0,0,6,0,0
619,5.92,2,0,0,13.5,0,0
375,2.25,1,0,12,10.125,0,0
1867,9.8,1,0,48,6.375,0,0
1105,6.05,1,0,25,6.2,0,0
624,2.46,1,0,22,26.3,0,1
415,1.53,1,0,6,13.725,0,0
775,4.41,1,0,42,22.95,0,1
1153,11.68,1,0,36,5.7,0,0
458,1.67,1,0,12,13.95,0,0
414,4.35,1,0,38,26.125,0,1
759,7.64,1,0,30,30.45,0,1
561,2.25,1,0,13,6.125,0,0
1366,5.31,1,0,29,26.95,0,1
980,4.78,1,0,0,6,0,0
747,2.96,1,0,0,13.5,0,0
1158,5.34,1,0,44,30.325,0,1
50,0.03,2,0,0,6,0,0
1899,18.02,1,0,45,30.375,0,1
707,3.07,1,0,19,6.35,0,0
396,2,1,0,0,6,0,0
1493,8.47,2,0,33,9.45,0,0
668,2.56,1,0,0,6,0,0
645,2.41,3,0,0,13.5,0,0
795,4.15,1,0,27,26.925,0,1
2894,11.17,4,0,27,26.625,0,1
293,0.9,1,0,0,13.5,0,0
1069,4.97,1,0,15,26.625,0,1
1853,8.72,1,0,0,26.625,0,1
10,50.74,1,0,0,2.25,0,0
404,1.88,1,0,0,6,0,0
446,1.56,1,0,6,13.725,0,0
1058,4.99,1,0,33,26.25,0,1
86395,0.85,1,0,0,6,0,0
738,2.86,1,0,21,34.2,0,1
759,3.54,1,0,18,5.625,0,0
2073,8.9,1,0,41,26.95,0,1
796,5.04,1,0,8,26.125,0,1
823,3.15,1,0,15,6,0,0
1080,4.23,1,0,0,9.75,0,0
435,2.09,1,0,12,10.125,0,0
707,2.7,1,0,0,6,0,0
1133,5.29,1,0,0,26.625,0,1
719,2.91,1,0,0,6,0,0
1468,5.15,1,0,0,13.5,0,0
336,1.66,1,0,9,6.45,0,0
627,2.19,2,0,17,6.4,0,0
501,1.92,1,0,0,13.5,0,0
170,1.11,1,0,12,9.675,0,0
884,0.02,1,0,8,33.625,0,1
465,2.16,1,0,18,5.55,0,0
884,4.01,1,0,8,26.125,0,1
217,1.56,5,0,9,10.2,0,0
1044,4.46,6,0,26,26.95,0,1
445,1.53,1,0,16,13.1,0,0
1035,4.02,1,0,32,34.075,0,1
1203,8.48,1,0,36,34.2,0,1
693,2.49,4,0,0,13.5,0,0
679,2.83,1,0,1,13.1,0,0
590,1.35,1,0,14,13.45,0,0
944,3.33,1,0,18,6.45,0,0
2521,5.7,5,0,32,26.2,0,1
378,1.4,1,0,14,26.95,0,1
228,1.79,6,0,9,6.45,0,0
383,1.93,1,0,16,6.125,0,0
992,5.1,1,0,31,54.65,0,0
725,4.86,2,0,25,9.65,0,0
521,3.19,1,0,0,6,0,0
